time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-11-28T10:59:33.615Z,64.9662,-147.7974,11.9,1.9,ml,,,,0.68,ak,ak17397497,2017-11-28T11:03:59.731Z,"12km N of College, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-11-28T10:55:32.700Z,33.4955,-116.7935,4.92,0.37,ml,28,57,0.01777,0.12,ci,ci37819239,2017-11-28T17:45:39.249Z,"9km NE of Aguanga, CA",earthquake,0.14,0.46,0.056,14,reviewed,ci,ci
2017-11-28T10:43:32.171Z,61.6781,-149.8054,42,1.7,ml,,,,0.66,ak,ak17397213,2017-11-28T10:47:06.998Z,"5km N of Houston, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-11-28T10:41:31.680Z,33.484,-116.7886667,5.11,0.81,ml,45,33,0.02993,0.16,ci,ci37819223,2017-11-28T17:39:17.020Z,"8km ENE of Aguanga, CA",earthquake,0.14,0.59,0.084,23,reviewed,ci,ci
2017-11-28T10:39:53.980Z,44.769,-111.5131667,10.87,0.96,ml,8,152,0.085,0.16,mb,mb80271869,2017-11-28T16:02:40.660Z,"34km WNW of West Yellowstone, Montana",earthquake,1.41,2.28,0.092,3,reviewed,mb,mb
2017-11-28T10:39:43.400Z,33.0806667,-115.9995,2.81,2.12,ml,72,32,0.1526,0.25,ci,ci37819215,2017-11-28T17:29:28.060Z,"14km ESE of Ocotillo Wells, CA",earthquake,0.18,0.6,0.115,71,reviewed,ci,ci
2017-11-28T10:28:12.440Z,36.0686667,-118.0021667,2.09,1.3,ml,16,74,0.1091,0.12,ci,ci37819207,2017-11-28T14:18:29.530Z,"6km WNW of Coso Junction, CA",earthquake,0.29,0.57,0.164,15,reviewed,ci,ci
2017-11-28T10:27:50.120Z,38.8353348,-122.7898331,2.31,0.88,md,8,74,0.003096,0.01,nc,nc72931715,2017-11-28T10:43:02.640Z,"5km WNW of Cobb, California",earthquake,0.48,1.6,,1,automatic,nc,nc
2017-11-28T09:50:41.531Z,52.2417,-169.3451,38,3.6,ml,,,,0.75,ak,ak17397210,2017-11-28T17:50:03.602Z,"83km SSW of Nikolski, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2017-11-28T09:42:07.260Z,19.3395004,-155.0836639,5.45,2.28,ml,49,166,,0.29,hv,hv61990371,2017-11-28T09:47:47.360Z,"19km ESE of Volcano, Hawaii",earthquake,0.63,0.68,0.15,4,automatic,hv,hv
2017-11-28T09:25:57.450Z,33.103,-116.4506667,11.85,0.99,ml,44,57,0.1252,0.22,ci,ci37819199,2017-11-28T16:28:37.205Z,"14km E of Julian, CA",earthquake,0.24,0.78,0.102,19,reviewed,ci,ci
2017-11-28T09:20:23.130Z,-5.542,126.2684,477.65,4.7,mb,,27,4.632,1.29,us,us2000bvbf,2017-11-28T12:48:35.040Z,"196km S of Leksula, Indonesia",earthquake,10.2,2.6,0.083,44,reviewed,us,us
2017-11-28T09:16:00.527Z,62.8945,-150.6399,82.7,2.6,ml,,,,0.69,ak,ak17396921,2017-11-28T09:37:25.318Z,"69km NNW of Talkeetna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2017-11-28T09:12:01.860Z,38.8180008,-122.7986679,2.97,1.17,md,24,50,0.01036,0.03,nc,nc72931690,2017-11-28T11:48:01.798Z,"5km NW of The Geysers, California",earthquake,0.26,0.5,0.09,5,automatic,nc,nc
2017-11-28T09:10:23.704Z,63.8222,-149.2217,107,1.7,ml,,,,0.21,ak,ak17396919,2017-11-28T09:17:33.170Z,"13km WSW of Healy, Alaska",earthquake,,1,,,automatic,ak,ak
2017-11-28T08:57:11.930Z,-20.9194,-176.5676,206.94,4.7,mb,,86,6.507,1.15,us,us2000bvbj,2017-11-28T09:38:34.040Z,"142km W of Havelu, Tonga",earthquake,8.2,7.2,0.077,52,reviewed,us,us
2017-11-28T08:54:12.880Z,19.8298,-68.344,16,3.3,md,3,351,1.8373,0.19,pr,pr2017332001,2017-11-28T12:20:13.675Z,"119km NE of Miches, Dominican Republic",earthquake,7.87,16.05,0.08,3,reviewed,pr,pr
2017-11-28T08:50:09.201Z,38.3733,-118.8912,9.9,1.1,ml,3,296.65,0.327,0.0234,nn,nn00613787,2017-11-29T02:37:04.851Z,"28km SW of Hawthorne, Nevada",earthquake,,88.6,0,1,reviewed,nn,nn
2017-11-28T08:42:14.550Z,37.5981674,-118.8118362,7.2,0.85,md,9,167,0.01595,0.02,nc,nc72931685,2017-11-28T08:56:03.417Z,"15km ESE of Mammoth Lakes, California",earthquake,1.45,1.14,0.07,8,automatic,nc,nc
2017-11-28T08:24:26.420Z,33.5368333,-116.718,2.8,0.35,ml,17,98,0.03273,0.08,ci,ci37819183,2017-11-28T14:18:14.517Z,"5km WSW of Anza, CA",earthquake,0.21,0.45,0.124,10,reviewed,ci,ci
2017-11-28T08:08:09.160Z,38.8266678,-122.7968369,2.13,0.82,md,7,125,0.01084,0.01,nc,nc72931680,2017-11-28T08:28:03.368Z,"6km W of Cobb, California",earthquake,0.53,0.58,0.14,3,automatic,nc,nc
2017-11-28T08:02:23.240Z,38.8196678,-122.7976685,3.01,2.05,md,29,50,0.01038,0.04,nc,nc72931670,2017-11-28T11:19:02.726Z,"5km NW of The Geysers, California",earthquake,0.19,0.41,0.13,10,automatic,nc,nc
2017-11-28T08:01:38.720Z,38.8190002,-122.7983322,3.21,0.8,md,21,47,0.01017,0.04,nc,nc72931675,2017-11-28T08:18:02.343Z,"5km NW of The Geysers, California",earthquake,0.27,0.55,0.1,4,automatic,nc,nc
2017-11-28T08:01:11.430Z,38.8206673,-122.7973328,2.9,2.24,md,45,40,0.01032,0.05,nc,nc72931665,2017-11-28T11:04:03.691Z,"5km NW of The Geysers, California",earthquake,0.15,0.26,0.19,17,automatic,nc,nc
2017-11-28T07:43:31.220Z,33.038,-116.4365,6.47,0.86,ml,39,48,0.1419,0.17,ci,ci37819175,2017-11-28T16:19:02.791Z,"16km ESE of Julian, CA",earthquake,0.2,0.69,0.189,14,reviewed,ci,ci
2017-11-28T07:37:31.160Z,38.8079987,-122.8276672,1.51,0.89,md,12,71,0.001465,0.04,nc,nc72931660,2017-11-28T08:07:03.319Z,"7km WNW of The Geysers, California",earthquake,0.33,0.55,0.02,4,automatic,nc,nc
2017-11-28T07:23:06.710Z,60.5418,-147.4771,16.7,1.8,ml,,,,0.28,ak,ak17396637,2017-11-28T07:26:38.574Z,"70km ESE of Whittier, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-11-28T07:16:58.720Z,44.0495,-114.495,13.88,1.24,ml,5,101,0.49,0.18,mb,mb80271884,2017-11-28T16:27:40.940Z,"40km NNW of Sun Valley, Idaho",earthquake,3.87,7.11,0.196,4,reviewed,mb,mb
2017-11-28T07:09:21.170Z,36.6133347,-121.2243347,5.48,1.92,md,20,114,0.04724,0.06,nc,nc72931645,2017-11-28T10:49:02.655Z,"22km NNE of Soledad, California",earthquake,0.25,0.78,0.17,18,automatic,nc,nc
2017-11-28T07:03:14.170Z,38.8149986,-122.791832,3.26,1.26,md,23,32,0.007526,0.02,nc,nc72931640,2017-11-28T10:23:02.592Z,"5km NW of The Geysers, California",earthquake,0.24,0.52,0.19,6,automatic,nc,nc
2017-11-28T06:37:50.360Z,37.604332,-118.8190002,2.9,1.05,md,11,74,0.01638,0.03,nc,nc72931635,2017-11-28T07:03:04.175Z,"14km ESE of Mammoth Lakes, California",earthquake,0.37,0.68,0.06,9,automatic,nc,nc
2017-11-28T06:37:31.625Z,36.9286,-117.854,0,2.2,ml,5,337,1.05,0.3936,nn,nn00613749,2017-11-28T07:00:47.679Z,"40km NNE of Lone Pine, California",earthquake,,0,0.4,5,reviewed,nn,nn
2017-11-28T06:25:34.678Z,67.1915,-153.7101,0,1.9,ml,,,,0.89,ak,ak17396357,2017-11-28T06:40:52.432Z,"86km NNW of New Allakaket, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-11-28T06:06:44.210Z,36.5691667,-89.6056667,5.38,1.67,md,13,94,0.01732,0.04,nm,nm60211591,2017-11-28T13:26:32.370Z,"2km SSE of Lilbourn, Missouri",earthquake,0.3,0.7,0.066,7,reviewed,nm,nm
2017-11-28T06:01:36.940Z,38.8118324,-122.8314972,0.79,0.56,md,10,68,0.003471,0.03,nc,nc72931625,2017-11-28T06:17:03.070Z,"7km WNW of The Geysers, California",earthquake,0.26,0.74,,2,automatic,nc,nc
2017-11-28T05:58:56.550Z,37.5206667,-118.7986667,1.84,0.75,md,8,305,0.07334,0.02,nc,nc72931620,2017-11-28T17:51:03.842Z,"20km SE of Mammoth Lakes, California",earthquake,4.46,31.61,0.158,7,reviewed,nc,nc
2017-11-28T05:28:52.070Z,38.8268318,-122.8525009,2.01,0.81,md,6,170,0.003488,0.02,nc,nc72931610,2017-11-28T05:49:02.996Z,"9km WNW of The Geysers, California",earthquake,0.56,0.69,0.24,2,automatic,nc,nc
2017-11-28T05:19:15.190Z,33.4978333,-116.7973333,4.15,1.65,ml,66,30,0.01472,0.21,ci,ci37819159,2017-11-28T14:19:34.820Z,"9km NE of Aguanga, CA",earthquake,0.19,0.48,0.133,25,reviewed,ci,ci
2017-11-28T05:14:21.546Z,39.2045,-120.0701,9.7,0,ml,6,89.7,0.044,0.0577,nn,nn00613784,2017-11-29T02:37:03.257Z,"3km NE of Dollar Point, California",earthquake,,1.8,0,1,reviewed,nn,nn
2017-11-28T04:37:32.360Z,38.7866669,-122.7799988,1.82,0.96,md,14,141,0.0244,0.05,nc,nc72931580,2017-11-28T04:52:01.857Z,"2km WNW of The Geysers, California",earthquake,0.34,0.73,0.13,5,automatic,nc,nc
2017-11-28T04:35:49.324Z,36.9176,-116.1602,4.2,0.1,ml,12,121.31,0.078,0.1518,nn,nn00613781,2017-11-29T02:36:59.962Z,"53km E of Beatty, Nevada",earthquake,,3.4,0.56,6,reviewed,nn,nn
2017-11-28T04:35:06.275Z,38.3184,-118.7651,10.1,0.5,ml,4,283.38,0.215,0.0402,nn,nn00613779,2017-11-29T02:36:55.646Z,"25km SSW of Hawthorne, Nevada",earthquake,,14.6,0.17,2,reviewed,nn,nn
2017-11-28T04:26:32.346Z,60.6478,-147.5212,17.4,2.5,ml,,,,0.75,ak,ak17395840,2017-11-28T04:34:42.259Z,"64km ESE of Whittier, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-11-28T04:25:42.000Z,38.8348351,-122.8099976,2.23,0.56,md,10,93,0.01142,0.03,nc,nc72931575,2017-11-28T04:37:01.825Z,"7km W of Cobb, California",earthquake,0.38,1.15,,1,automatic,nc,nc
2017-11-28T04:22:18.110Z,63.5577,-150.7122,11.9,0.8,ml,,,,0.69,ak,ak17395839,2017-11-28T17:35:20.235Z,"89km WNW of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-11-28T04:22:10.140Z,37.4835,-118.8513333,3.11,0.73,md,24,174,0.1032,0.06,nc,nc72931570,2017-11-28T17:29:03.782Z,"21km SSE of Mammoth Lakes, California",earthquake,0.36,31.61,0.134,18,reviewed,nc,nc
2017-11-28T04:18:43.313Z,38.3652,-118.9134,10.5,1,ml,13,82.69,0.32,0.1293,nn,nn00613776,2017-11-29T02:36:54.260Z,"30km SW of Hawthorne, Nevada",earthquake,,2,0.14,3,reviewed,nn,nn
2017-11-28T04:18:42.988Z,62.6022,-151.3546,92.8,2.1,ml,,,,0.33,ak,ak17395835,2017-11-28T04:34:42.478Z,"71km WNW of Talkeetna, Alaska",earthquake,,1,,,automatic,ak,ak
2017-11-28T04:15:27.260Z,46.2045,-122.2738333,0.8,0.65,ml,6,294,0.05782,0.13,uw,uw61331427,2017-11-28T20:36:43.030Z,"35km NNE of Amboy, Washington",earthquake,1.77,1.15,0.213,5,reviewed,uw,uw
2017-11-28T04:12:07.080Z,38.776165,-122.7279968,2.01,0.8,md,8,151,0.008893,0.03,nc,nc72931560,2017-11-28T04:22:02.795Z,"2km E of The Geysers, California",earthquake,0.51,0.83,0.18,2,automatic,nc,nc
2017-11-28T04:11:44.161Z,60.7813,-149.6491,32,2,ml,,,,0.48,ak,ak17395832,2017-11-28T04:19:05.030Z,"50km SSE of Anchorage, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-11-28T04:09:32.390Z,18.0793,-66.771,3,0.85,md,3,222,0.1502,0.28,pr,pr2017332000,2017-11-28T07:30:36.721Z,"2km NW of Santo Domingo, Puerto Rico",earthquake,1.42,19.85,0.35,2,reviewed,pr,pr
2017-11-28T03:55:59.100Z,37.6061668,-118.822998,3.99,1.6,md,24,75,0.01683,0.04,nc,nc72931555,2017-11-28T05:01:03.880Z,"13km ESE of Mammoth Lakes, California",earthquake,0.24,0.36,0.14,19,automatic,nc,nc
2017-11-28T03:54:04.728Z,61.9872,-150.3261,49.3,1.5,ml,,,,0.45,ak,ak17395815,2017-11-28T04:02:42.539Z,"30km NNW of Willow, Alaska",earthquake,,0.8,,,automatic,ak,ak
2017-11-28T03:46:59.700Z,36.5698333,-89.6046667,5.67,1.26,md,17,67,0.01637,0.05,nm,nm60211586,2017-11-28T14:26:09.240Z,"2km SSE of Lilbourn, Missouri",earthquake,0.21,0.51,0.06,10,reviewed,nm,nm
